Data Type,Country,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Calculated Duties,China,2001,Value for: no units collected,"35,964,173","26,283,077","32,859,899","33,935,951","32,362,548","31,706,781","31,599,198","33,503,703","33,808,755","40,310,674","34,872,930","30,821,447"
Calculated Duties,China,2001,Value for: thousand meters,0,0,0,0,0,192,0,0,0,0,0,0
Calculated Duties,China,2001,Value for: meters,"253,354","386,189","285,073","332,294","232,925","44,459","141,502","81,966","28,980","52,470","10,267","21,239"
Calculated Duties,China,2001,Value for: Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2001,Value for: fiber meters,"21,841","4,745","2,263","8,562","2,224","6,092","1,447","27,357","17,994","4,165","1,380","7,741"
Calculated Duties,China,2001,Value for: dozens,"88,951,828","48,211,852","48,659,608","46,479,098","49,241,296","65,626,342","86,564,579","91,570,191","77,744,730","77,583,485","46,454,662","43,735,810"
Calculated Duties,China,2001,Value for: square meters,"4,348,358","2,645,665","2,950,508","4,093,663","4,510,000","4,538,026","4,240,012","4,004,976","3,335,656","3,963,956","3,446,078","4,227,473"
Calculated Duties,China,2001,Value for: linear meters,0,22,0,0,"1,306",850,296,"1,060",0,17,0,"1,064"
Calculated Duties,China,2001,Value for: barrels,"81,574","37,629","267,360","183,747","166,482","398,983","55,980","305,875","222,795","4,554","67,546","5,412"
Calculated Duties,China,2001,Value for: carats,0,0,0,0,0,0,0,0,246,0,0,0
Calculated Duties,China,2001,Value for: square centimeters,"649,608","432,675","612,049","613,740","560,604","639,612","627,840","731,295","923,950","984,795","689,574","591,966"
Calculated Duties,China,2001,Value for: kilograms,"16,726,278","13,014,232","14,047,243","16,958,187","17,135,464","15,030,188","14,802,540","15,149,588","14,365,871","16,644,176","15,108,692","15,295,785"
Calculated Duties,China,2001,Value for: liters,"81,586","6,479","9,729","6,406","8,427","8,489","10,672","4,368","5,783","47,152","18,061","9,978"
Calculated Duties,China,2001,Value for: number,"94,868,510","72,031,926","85,596,055","93,450,766","99,028,424","107,786,044","112,726,324","124,903,811","124,171,273","132,228,727","98,904,679","78,575,044"
Calculated Duties,China,2002,Value for: gross,"384,034","382,655","378,701","597,514","888,046","673,706","585,994","450,976","430,611","455,402","404,551","490,637"
Calculated Duties,China,2002,Value for: meters,"102,228","33,125","18,406","48,202","27,402","59,372","33,228","46,750","32,896","4,603","17,376","39,923"
Calculated Duties,China,2002,Value for: thousand units,"690,669","555,772","487,072","825,841","693,930","697,190","877,069","893,187","861,710","792,644","697,262","884,810"
Calculated Duties,China,2002,Value for: metric tons,"542,513","365,137","394,517","336,684","499,141","431,712","597,312","539,366","720,036","614,896","554,832","669,552"
Calculated Duties,China,2002,Value for: pairs,"104,603,010","103,727,958","80,134,905","87,813,239","97,459,018","105,758,965","100,444,934","103,026,642","84,574,369","76,686,830","88,348,458","92,010,959"
Calculated Duties,China,2002,Value for: dozen pieces,"2,455,130","2,545,982","2,132,664","3,301,096","3,020,399","3,200,486","4,050,087","4,882,703","5,766,647","4,565,853","4,092,720","3,425,382"
Calculated Duties,China,2002,Value for: number,"89,991,746","89,960,403","78,215,842","107,016,929","127,251,107","137,386,083","140,126,138","158,128,101","149,834,309","137,837,045","136,743,138","122,406,663"
Calculated Duties,China,2002,Value for: hundred units,"2,987","8,078","4,778","6,104","8,450","6,473","3,608","12,681","2,427","12,736","12,004","12,564"
Calculated Duties,China,2002,Value for: squares,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: clean yield kilograms,"10,475","20,365",0,30,0,26,"2,640","8,419",238,0,"2,187",54
Calculated Duties,China,2002,Value for: proof liters,"10,039","4,495","2,735","6,427","2,477","6,726","3,649","5,651","5,993","9,263","3,996",983
Calculated Duties,China,2002,Value for: grams,311,143,"6,481","1,096",695,150,"3,694","3,788",717,"7,460",131,"1,548"
Calculated Duties,China,2002,Value for: pieces,"1,266,737","1,497,394","1,207,640","2,157,253","2,274,467","2,067,306","2,127,584","2,598,646","2,929,309","4,015,074","3,574,105","1,686,046"
Calculated Duties,China,2002,Value for: carats,0,0,0,0,0,0,0,"1,781",0,535,"3,223",0
Calculated Duties,China,2002,Value for: square centimeters,"698,047","684,283","500,461","725,847","734,811","776,506","854,862","1,007,600","950,410","969,058","969,050","1,040,585"
Calculated Duties,China,2002,Value for: barrels,297,"4,166",0,"10,456","12,861","116,930","201,003","155,341","257,963","40,283","29,930","33,470"
Calculated Duties,China,2002,Value for: kilograms,"17,480,280","16,136,190","14,918,583","20,887,898","21,259,592","20,204,252","20,544,448","19,942,266","19,624,289","16,758,111","18,119,018","22,646,719"
Calculated Duties,China,2002,Value for: Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: no units collected,"36,578,896","33,573,622","30,339,344","39,371,375","40,136,106","38,621,028","39,515,778","40,653,054","42,198,513","39,832,657","42,348,704","45,049,015"
Calculated Duties,China,2002,Value for: square meters,"5,232,959","3,458,754","3,339,770","4,643,115","5,518,059","5,475,645","6,204,342","4,947,134","4,164,481","3,743,681","4,191,868","5,077,185"
Calculated Duties,China,2002,Value for: component tons,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: cubic meters,"124,381","106,851","88,644","175,569","236,962","341,837","397,991","361,203","403,968","253,494","391,412","313,206"
Calculated Duties,China,2002,Value for: thousand meters,0,0,0,62,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: liters,"14,196","17,297","12,341","11,090","9,677","10,980","14,360","11,205","8,504","9,132","4,636","8,258"
Calculated Duties,China,2002,Value for: gross containers,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: component grams,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: linear meters,"1,782","1,845",688,2,1,427,0,14,4,0,12,0
Calculated Duties,China,2002,Value for: thousands of cubic meters,0,0,0,0,"2,984","3,005","11,234",0,0,0,79,0
Calculated Duties,China,2002,Value for: fiber meters,"2,200","3,412","3,067","5,943","1,383","3,992","1,846","2,968",957,"1,991","8,341",534
Calculated Duties,China,2002,Value for: dozen pairs,"3,411,058","2,715,716","1,819,888","2,728,226","3,716,482","4,175,931","5,899,427","7,781,485","6,667,385","5,443,130","4,668,226","4,605,906"
Calculated Duties,China,2002,Value for: dozens,"68,826,991","51,440,134","41,983,754","52,901,869","51,189,856","69,762,063","92,362,667","100,281,989","88,144,010","78,429,086","65,045,560","72,366,179"
Calculated Duties,China,2002,Value for: pack,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2002,Value for: component kilograms,0,0,0,0,0,0,0,0,0,33,0,0
Calculated Duties,China,2003,Value for: square centimeters,"999,469","827,890","759,246","994,089","976,531","1,035,207","914,512","1,002,250","1,113,946","1,305,159","1,058,066","1,012,963"
Calculated Duties,China,2003,Value for: pack,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: metric tons,"545,229","457,447","432,982","658,424","804,258","752,590","751,894","718,002","794,693","643,008","767,593","695,666"
Calculated Duties,China,2003,Value for: Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: number,"121,092,694","110,116,854","106,812,024","132,264,997","143,618,593","146,354,317","155,306,460","159,527,348","164,057,652","176,431,929","139,367,010","125,903,622"
Calculated Duties,China,2003,Value for: component grams,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: component tons,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: linear meters,"1,637",1,"1,424",277,632,"1,101",38,"3,117",8,"1,439","1,545",0
Calculated Duties,China,2003,Value for: barrels,"52,333","33,029","499,800","146,096","193,814","374,534","684,173","156,321","184,145","50,639","8,379","3,816"
Calculated Duties,China,2003,Value for: gross containers,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: clean yield kilograms,0,"3,188","5,809",0,"3,307",15,247,"1,306",7,11,0,46
Calculated Duties,China,2003,Value for: no units collected,"45,906,945","38,147,962","37,115,277","47,780,005","44,874,334","40,625,853","45,507,695","43,970,051","47,945,254","51,374,633","47,849,874","47,706,324"
Calculated Duties,China,2003,Value for: thousand meters,0,0,0,228,0,0,0,0,0,0,104,0
Calculated Duties,China,2003,Value for: cubic meters,"369,056","344,129","397,533","415,336","559,941","461,229","527,049","444,836","457,758","468,112","469,944","699,805"
Calculated Duties,China,2003,Value for: dozen pieces,"3,546,030","2,932,429","2,836,241","3,286,823","3,331,606","3,574,192","4,262,973","4,799,533","5,459,365","4,773,542","3,535,930","2,982,587"
Calculated Duties,China,2003,Value for: square meters,"5,360,952","4,033,444","3,848,174","4,726,669","5,425,895","5,104,572","6,038,866","4,721,210","5,143,182","5,562,645","4,769,973","4,759,514"
Calculated Duties,China,2003,Value for: meters,"6,398","23,914","19,432","20,958","31,658","26,999","25,953","23,595","9,734","17,895","39,600","39,950"
Calculated Duties,China,2003,Value for: grams,110,0,593,"4,235","4,633","5,667","82,653","7,342","9,198",638,"3,290","1,515"
Calculated Duties,China,2003,Value for: pairs,"110,282,641","100,516,519","94,350,522","88,781,052","98,701,388","102,023,088","103,506,214","95,797,485","81,141,867","84,347,656","75,452,738","77,746,547"
Calculated Duties,China,2003,Value for: liters,"7,899","7,105","11,146","4,975","7,142","6,364","11,057","10,117","7,298","10,015","10,774","6,927"
Calculated Duties,China,2003,Value for: proof liters,"1,972","2,479","1,510",956,865,911,"1,855","2,317","2,133","2,847","1,422",587
Calculated Duties,China,2003,Value for: pieces,"1,650,191","1,758,446","1,321,249","1,989,984","2,151,769","1,626,457","1,842,859","2,047,657","2,965,564","4,654,197","3,150,967","1,707,262"
Calculated Duties,China,2003,Value for: kilograms,"24,193,672","19,634,264","20,199,997","25,906,163","26,986,501","23,298,962","24,019,038","21,446,285","21,417,545","23,570,099","21,786,333","24,708,566"
Calculated Duties,China,2003,Value for: hundred units,"9,829","5,994","7,352","6,225","9,658","10,329","10,860","4,907","6,224","4,587","6,323","9,271"
Calculated Duties,China,2003,Value for: thousands of cubic meters,0,0,0,94,189,0,0,0,0,0,0,0
Calculated Duties,China,2003,Value for: gross,"429,947","462,746","395,058","649,672","912,348","845,722","639,493","500,583","492,111","659,968","458,888","468,297"
Calculated Duties,China,2003,Value for: dozen pairs,"4,537,794","4,124,468","2,683,758","4,521,598","5,249,587","5,395,309","7,338,480","9,461,548","9,996,065","8,758,833","5,874,625","5,431,163"
Calculated Duties,China,2003,Value for: dozens,"93,515,398","71,972,145","59,973,847","63,914,975","61,558,426","76,632,572","102,324,199","99,810,873","95,474,015","90,598,188","60,434,290","72,197,453"
Calculated Duties,China,2003,Value for: fiber meters,"1,103","2,531","2,260","2,425","3,203","9,041","4,491","3,499","2,964","4,216","4,945","1,668"
Calculated Duties,China,2003,Value for: thousand units,"773,321","654,588","543,379","693,665","823,766","843,319","862,860","888,225","810,160","892,212","824,261","903,838"
Calculated Duties,China,2003,Value for: carats,0,0,0,"1,095",577,0,"1,366","1,213","1,433","1,084",0,0
Calculated Duties,China,2004,Value for: grams,"1,887","1,849","5,602","7,991",160,"1,494",708,"9,577","1,720",308,846,"6,635"
Calculated Duties,China,2004,Value for: carats,0,0,0,0,0,"1,233",0,0,0,0,519,416
Calculated Duties,China,2004,Value for: pairs,"109,446,261","89,946,670","91,129,436","84,325,237","98,906,462","109,176,094","116,607,961","104,218,344","96,765,289","90,287,592","91,948,019","90,330,831"
Calculated Duties,China,2004,Value for: no units collected,"53,167,552","38,667,379","49,264,966","52,663,373","53,875,341","52,846,066","52,287,128","55,087,017","57,483,179","60,852,644","62,214,708","58,979,599"
Calculated Duties,China,2004,Value for: meters,"35,722","28,266","40,329","42,427","41,812","50,940","19,263","39,662","30,866","16,634","43,427","22,796"
Calculated Duties,China,2004,Value for: pieces,"1,656,285","1,830,402","1,827,991","2,547,044","2,673,685","2,783,597","2,968,682","2,577,154","3,645,089","5,166,823","3,479,910","1,928,579"
Calculated Duties,China,2004,Value for: component grams,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: thousand units,"677,980","491,572","656,207","747,666","871,093","876,592","972,322","942,621","897,549","889,702","1,011,954","1,187,441"
Calculated Duties,China,2004,Value for: square meters,"6,421,071","3,556,639","5,006,568","5,042,862","5,270,449","6,616,277","6,528,760","5,814,550","4,762,084","4,530,483","4,984,574","5,625,478"
Calculated Duties,China,2004,Value for: clean yield kilograms,14,"1,205","17,260",0,15,"4,845",0,180,0,75,0,"1,822"
Calculated Duties,China,2004,Value for: liters,"7,750","7,087","8,895","11,641","11,648","18,715","13,436","23,704","13,577","10,733","8,465","23,500"
Calculated Duties,China,2004,Value for: linear meters,"1,022",11,278,100,492,0,0,0,2,0,0,0
Calculated Duties,China,2004,Value for: gross containers,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: component tons,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: pack,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: fiber meters,"1,851","6,703","4,760","5,787","3,176","4,379","11,743","3,713","3,682","3,866","4,020",604
Calculated Duties,China,2004,Value for: cubic meters,"805,120","670,305","922,923","1,176,896","1,615,859","2,096,461","1,973,126","1,730,007","2,067,495","1,607,068","2,030,650","1,711,836"
Calculated Duties,China,2004,Value for: kilograms,"29,065,583","23,322,756","28,200,358","32,059,545","32,950,161","34,253,685","31,902,210","30,218,473","28,966,240","28,682,344","31,477,577","35,044,836"
Calculated Duties,China,2004,Value for: hundred units,"53,599","15,821","5,915","6,429","44,347","14,227","35,132","135,990","87,791","51,141","78,321","39,420"
Calculated Duties,China,2004,Value for: gross,"477,246","375,074","493,152","749,945","868,489","1,188,804","875,278","600,112","549,995","646,884","574,803","542,317"
Calculated Duties,China,2004,Value for: number,"144,132,911","107,289,195","136,669,774","154,564,946","165,357,192","185,820,164","189,520,710","192,846,301","195,043,522","202,152,888","188,583,417","158,892,219"
Calculated Duties,China,2004,Value for: metric tons,"910,131","753,777","757,910","866,402","903,423","1,242,981","990,516","1,155,459","1,067,362","1,064,179","923,878","1,297,609"
Calculated Duties,China,2004,Value for: dozen pieces,"3,417,427","2,745,971","3,376,969","3,440,309","3,275,987","3,727,324","4,495,459","5,467,325","6,217,971","5,789,188","5,078,143","3,546,047"
Calculated Duties,China,2004,Value for: dozen pairs,"6,250,579","3,729,933","4,770,538","5,430,282","6,536,236","9,040,380","10,976,405","13,277,656","13,046,487","12,410,174","9,642,206","8,718,474"
Calculated Duties,China,2004,Value for: proof liters,"1,044",997,988,983,614,539,"1,098","1,751","1,441",917,"1,821","1,218"
Calculated Duties,China,2004,Value for: Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: thousand meters,0,0,0,0,0,179,0,0,0,0,0,0
Calculated Duties,China,2004,Value for: barrels,16,"150,033","162,862","45,843","132,337",29,"41,031","49,879","14,879",32,"67,873","21,025"
Calculated Duties,China,2004,Value for: square centimeters,"1,034,430","698,830","1,134,905","1,083,891","1,153,345","1,334,273","985,052","1,284,431","1,305,373","1,425,063","1,350,763","1,280,727"
Calculated Duties,China,2004,Value for: dozens,"91,057,654","58,110,256","71,328,005","68,612,349","65,747,101","95,041,128","113,558,393","120,190,923","124,151,111","107,744,077","83,123,050","69,375,239"
Calculated Duties,China,2005,Value for: square meters,"6,188,967","6,722,877","6,344,073","7,572,329","8,564,945","9,472,085","8,958,153","8,827,001","8,412,489","8,163,056","7,916,925","8,340,779"
Calculated Duties,China,2005,Value for: thousand meters,0,236,0,109,"2,875","1,229",0,0,0,133,263,0
Calculated Duties,China,2005,Value for: clean yield kilograms,0,0,888,8,8,26,226,0,0,60,0,0
Calculated Duties,China,2005,Value for: thousand units,"899,705","796,607","711,178","1,004,825","1,122,522","1,320,206","1,202,397","1,255,309","1,182,273","1,094,706","1,095,219","1,203,683"
Calculated Duties,China,2005,Value for: metric tons,"1,165,430","998,795","1,006,257","1,386,616","1,236,803","1,395,624","1,239,966","1,404,970","1,769,234","1,525,374","1,610,886","1,530,392"
Calculated Duties,China,2005,Value for: hundred units,"87,303","39,397","96,581","111,511","134,856","177,937","40,060","33,398","49,229","51,733","76,644","52,292"
Calculated Duties,China,2005,Value for: fiber meters,"2,863","1,756","6,777","6,358","6,970","12,299","6,700","18,202","10,220","5,590","2,586","2,773"
Calculated Duties,China,2005,Value for: component grams,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2005,Value for: no units collected,"61,683,842","56,166,730","53,139,251","60,330,179","61,719,761","63,346,150","62,497,685","68,702,224","68,010,884","71,775,266","67,965,423","62,927,260"
Calculated Duties,China,2005,Value for: pieces,"2,743,101","2,507,811","1,921,984","2,835,245","2,994,256","3,078,831","2,963,574","3,569,882","4,073,845","4,654,685","3,383,203","2,514,944"
Calculated Duties,China,2005,Value for: gross,"612,002","442,250","493,679","639,859","1,010,053","1,289,272","960,125","804,131","691,529","731,919","628,867","743,360"
Calculated Duties,China,2005,Value for: square centimeters,"1,442,830","1,119,820","914,222","1,288,512","1,411,328","1,355,994","1,401,661","1,415,067","1,409,493","1,490,171","1,397,479","1,361,301"
Calculated Duties,China,2005,Value for: meters,"43,368","35,790","25,820","22,127","43,353","36,064","50,830","31,281","50,851","49,431","34,206","27,627"
Calculated Duties,China,2005,Value for: pack,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2005,Value for: number,"170,836,005","164,497,187","144,528,475","174,032,354","192,304,631","212,861,404","213,256,018","235,662,289","239,640,361","253,660,063","211,979,768","187,331,763"
Calculated Duties,China,2005,Value for: squares,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2005,Value for: cubic meters,"1,762,091","1,526,771","1,433,037","1,964,804","2,490,092","2,533,714","2,246,153","2,438,278","2,682,530","2,567,457","3,022,561","2,377,048"
Calculated Duties,China,2005,Value for: barrels,"21,497","84,069","54,354","80,258","48,725","284,070","59,496","57,165","55,092","58,389","36,876","79,230"
Calculated Duties,China,2005,Value for: grams,"5,049",759,"4,193","4,506","3,346","6,192","1,189","8,120","4,657","2,039","1,346","2,183"
Calculated Duties,China,2005,Value for: carats,0,0,272,0,362,0,0,0,840,"2,160",708,0
Calculated Duties,China,2005,Value for: dozens,"141,824,155","182,221,914","135,376,330","145,274,827","174,037,394","295,770,791","249,753,777","206,644,683","187,154,680","151,999,607","101,391,295","89,921,871"
Calculated Duties,China,2005,Value for: gross containers,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2005,Value for: component tons,0,0,0,0,0,0,0,0,0,0,0,0
Calculated Duties,China,2005,Value for: pairs,"115,486,919","109,959,115","93,782,662","94,329,202","99,805,414","119,349,509","124,803,124","119,552,113","108,860,144","106,683,783","94,088,343","100,484,028"
Calculated Duties,China,2005,Value for: liters,"16,977","19,121","11,893","26,078","14,242","16,381","14,967","13,085","8,759","19,621","16,421","17,718"
Calculated Duties,China,2005,Value for: dozen pairs,"8,651,264","7,670,476","5,382,542","9,021,605","10,296,028","6,416,702","7,736,767","11,549,373","10,901,954","9,493,539","15,181,616","7,721,118"
Calculated Duties,China,2005,Value for: kilograms,"40,037,399","37,103,207","35,815,345","42,936,095","44,769,131","43,249,035","39,248,785","41,506,705","38,112,485","42,198,715","41,571,503","44,768,076"
Calculated Duties,China,2005,Value for: dozen pieces,"4,122,611","3,844,980","2,882,908","3,513,590","3,355,746","3,944,988","4,609,088","6,523,693","6,579,617","6,058,596","4,501,141","3,825,806"
Calculated Duties,China,2005,Value for: proof liters,777,987,735,394,272,723,689,"1,280","2,409",665,"1,397",510
Calculated Duties,China,2005,Value for: linear meters,1,0,0,"1,787",70,"1,280",0,18,468,70,0,0
