Data Type,Country,Year,Quantity Description,January,February,March,April,May,June,July,August,September,October,November,December
Customs Value,China,2005,Value for: dozens,"1,388,756,458","1,573,333,126","1,222,989,434","1,293,828,031","1,438,684,779","2,192,474,697","1,921,767,666","1,861,945,189","1,751,209,734","1,505,170,883","1,072,954,271","1,044,429,630"
Customs Value,China,2005,Value for: gross containers,"368,620","335,203","212,510","126,072","137,146","90,788","158,477","184,952","247,528","425,899","282,488","39,379"
Customs Value,China,2005,Value for: component tons,"101,763","95,342","104,361","138,477","102,062","331,053","407,620","5,325",0,"227,144","143,187",0
Customs Value,China,2005,Value for: pairs,"1,118,772,558","1,057,314,611","892,945,928","949,767,007","985,161,970","1,180,298,709","1,248,526,182","1,184,865,799","1,084,640,824","1,060,024,814","921,584,932","970,642,503"
Customs Value,China,2005,Value for: liters,"28,031,518","16,752,245","20,875,400","16,803,595","24,512,449","20,456,785","17,325,554","14,355,677","11,603,981","12,687,538","11,083,055","13,810,088"
Customs Value,China,2005,Value for: dozen pairs,"104,757,007","91,692,582","79,919,124","104,238,470","115,196,906","93,721,547","106,086,469","138,311,574","129,296,335","123,405,464","153,367,925","103,609,543"
Customs Value,China,2005,Value for: kilograms,"1,743,919,323","1,587,532,262","1,476,573,123","1,689,542,262","1,931,418,015","1,850,741,687","1,798,202,455","1,884,424,285","1,807,025,475","1,862,173,000","1,858,688,040","1,950,386,380"
Customs Value,China,2005,Value for: dozen pieces,"61,246,123","56,768,612","45,273,986","48,546,326","50,242,768","56,458,573","65,478,958","92,173,888","92,265,618","83,434,768","61,237,322","53,888,419"
Customs Value,China,2005,Value for: proof liters,"433,905","445,450","546,609","277,194","145,352","492,193","226,355","550,817","739,925","590,543","531,817","485,463"
Customs Value,China,2005,Value for: linear meters,"80,155","170,054","29,150","82,243","38,757","28,499","33,317","19,386","243,725","87,575","156,433","112,591"
First Unit of Quantity,China,1995,square meters,"25,975,146","14,131,651","53,775,585","49,973,779","45,910,968","49,845,692","38,914,013","41,246,822","28,263,024","15,152,513","9,327,300","11,164,083"
First Unit of Quantity,China,1995,clean yield kilograms,80,"89,222","17,042","3,527","58,318","7,147","2,223",0,"37,912","41,924","15,365","3,640"
First Unit of Quantity,China,1995,pairs,"97,331,719","97,837,667","77,346,624","80,050,619","84,356,878","92,326,246","89,842,717","86,752,280","73,539,226","73,087,423","61,810,383","65,044,753"
First Unit of Quantity,China,1995,gross containers,0,"297,411","126,175","1,918","166,598","1,931","39,246","103,117",945,"24,482",668,0
First Unit of Quantity,China,1995,liters,"1,211,047","284,721","946,287","953,587","895,448","839,665","1,157,792","1,455,010","748,120","1,903,465","1,733,130","6,198,672"
First Unit of Quantity,China,1995,metric tons,"201,464","169,898","415,626","178,573","219,362","233,242","238,443","294,130","363,410","296,760","427,872","218,027"
First Unit of Quantity,China,1995,carats,"55,346,037","4,291,933","1,119,173","1,187,009","1,241,904","1,819,284","2,249,498","8,997,878","1,791,816","2,334,338","5,886,858","2,833,069"
First Unit of Quantity,China,1995,thousand meters,0,0,0,"1,000",0,0,0,0,0,0,0,0
First Unit of Quantity,China,1995,proof liters,"71,311","51,365","38,785","41,041","77,471","80,557","63,851","90,905","63,575","93,170","102,201","83,940"
First Unit of Quantity,China,1995,cubic meters,141,783,583,863,577,"1,074","2,731","1,283",894,583,"1,140",217
First Unit of Quantity,China,1995,number,"785,642,801","684,547,780","680,237,555","785,234,322","926,485,310","917,309,003","949,423,788","1,011,495,962","969,338,652","1,002,259,325","927,332,441","821,010,100"
First Unit of Quantity,China,1995,barrels,"1,401,329","706,689","1,127,535","2,396,947","1,233,856","650,830","2,473,500","1,254,740","2,191,628","1,229,295","2,000,276","1,971,096"
First Unit of Quantity,China,1995,pack,"1,338,789","1,629,644","2,218,382","2,610,118","1,423,008","1,872,964","1,535,514","2,169,237","2,101,121","2,127,334","1,573,196","2,368,281"
First Unit of Quantity,China,1995,linear meters,"787,249","1,790,176","6,558,622","1,791,362","1,745,854","46,430","998,780","2,579,126","2,911,306","18,150,505","2,730,878","132,000"
First Unit of Quantity,China,1995,Megabecquerels,0,0,0,0,0,0,0,0,0,0,0,100
First Unit of Quantity,China,1995,gross,"1,552,349","1,218,398","784,762","1,584,703","1,623,893","1,808,857","1,473,362","1,991,976","1,184,489","1,605,691","1,428,880","1,528,902"
First Unit of Quantity,China,1995,dozen pairs,"11,269,692","12,602,162","9,499,590","9,953,749","12,508,175","11,919,878","15,359,953","13,790,475","11,312,153","13,494,275","13,155,022","14,145,050"
First Unit of Quantity,China,1995,component grams,"786,225","156,343","312,500","469,195","354,814","255,500","40,000","750,151","112,800","180,286","69,322","131,304"
First Unit of Quantity,China,1995,pieces,"15,582,870","11,725,143","14,917,171","11,159,779","18,901,591","18,658,267","19,898,333","22,188,716","20,713,967","32,886,769","21,572,255","15,568,197"
First Unit of Quantity,China,1995,no units collected,1,0,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1995,thousand units,"28,467,129","83,030,679","82,562,219","195,006,278","83,216,434","28,528,196","1,809,230","54,628,873","29,456,064","86,232,711","89,279,270","54,841,520"
First Unit of Quantity,China,1995,dozen pieces,"4,351,596","4,637,471","3,571,272","4,251,159","4,329,260","4,631,938","5,587,645","7,706,713","7,154,219","7,293,355","5,234,517","3,962,798"
First Unit of Quantity,China,1995,component tons,12,0,0,0,22,0,0,0,0,0,0,0
First Unit of Quantity,China,1995,kilograms,"172,968,810","162,402,492","265,289,949","162,369,437","243,532,383","206,118,393","169,759,474","235,017,097","201,513,736","147,475,666","160,400,541","173,123,376"
First Unit of Quantity,China,1995,meters,"1,264","4,428,453","21,774,725","44,146","2,724","1,102,000","1,009,329","4,167,911","3,622,226","5,394,266","4,957,311","3,026,502"
First Unit of Quantity,China,1995,square centimeters,"3,104,229","2,365,231","2,038,104","2,748,542","2,769,572","3,077,993","2,839,060","3,452,495","3,634,682","3,386,058","2,784,214","2,847,675"
First Unit of Quantity,China,1995,fiber meters,"12,962",0,0,0,0,0,0,"9,079","42,732","21,900","26,683","22,401"
First Unit of Quantity,China,1995,dozens,"14,016,288","14,177,617","10,943,768","10,484,458","13,766,385","14,230,805","13,843,223","13,063,472","11,788,799","11,863,738","11,545,531","9,604,328"
First Unit of Quantity,China,1995,hundred units,"25,750","14,853","5,644","23,617","13,716","143,018","9,513","27,440","25,450","78,812","21,175","6,180"
First Unit of Quantity,China,1995,grams,"78,522,021","54,092,285","60,552,775","70,675,033","82,253,398","60,964,483","42,996,960","58,109,470","57,840,916","74,812,366","53,679,085","42,690,098"
First Unit of Quantity,China,1996,metric tons,"359,532","338,515","187,401","242,270","205,274","344,980","231,652","342,251","436,277","180,562","160,234","210,023"
First Unit of Quantity,China,1996,liters,"1,587,456","1,809,114","2,029,772","709,125","1,073,178","1,347,736","500,567","1,135,625","972,368","4,458,118","2,782,342","11,064,774"
First Unit of Quantity,China,1996,thousands of cubic meters,0,0,0,0,10,0,0,0,0,0,0,0
First Unit of Quantity,China,1996,linear meters,"222,117","388,400","996,167","1,739,936","1,598,684","1,212,711","3,432,361","1,262,627","728,000","2,462,184","1,612,940","739,200"
First Unit of Quantity,China,1996,kilograms,"207,841,958","239,787,893","145,706,961","135,098,340","255,488,671","168,879,059","196,931,512","250,918,359","251,366,580","218,207,377","201,429,298","218,999,426"
First Unit of Quantity,China,1996,gross,"1,654,578","1,693,959","1,523,748","1,213,125","2,256,608","1,708,186","1,831,935","1,633,813","1,924,448","1,195,335","1,341,528","1,469,711"
First Unit of Quantity,China,1996,square meters,"14,784,274","14,941,831","26,229,199","19,851,789","26,951,976","26,884,411","26,889,444","27,820,921","25,353,387","39,557,881","36,704,732","44,750,061"
First Unit of Quantity,China,1996,proof liters,"94,114","100,016","27,775","56,659","54,171","88,833","67,685","40,538","70,657","74,028","107,428","99,155"
First Unit of Quantity,China,1996,dozens,"14,066,433","13,201,704","8,539,123","9,846,491","13,561,571","13,383,780","15,676,851","15,791,202","15,260,443","15,350,243","12,662,840","13,857,624"
First Unit of Quantity,China,1996,barrels,"1,252,642","2,240,534","1,276,647","548,988",3,"1,094,826","1,705,522","1,642,238","1,075,749","1,618,550","1,938,024","1,877,818"
First Unit of Quantity,China,1996,dozen pieces,"3,992,352","4,078,274","3,686,424","3,668,650","5,167,918","5,165,111","6,649,317","7,267,325","7,919,229","8,032,367","5,066,874","4,181,749"
First Unit of Quantity,China,1996,pairs,"93,374,858","92,886,757","76,793,662","70,323,893","81,629,105","79,271,917","91,423,665","86,572,846","74,011,232","81,416,723","73,363,407","74,439,382"
First Unit of Quantity,China,1996,thousand units,"1,269,006","941,688","1,304,677","1,087,201","4,036,965","974,237","933,706","1,577,058","1,528,411","1,289,898","1,292,251","1,435,385"
First Unit of Quantity,China,1996,pack,"1,790,437","1,524,665","1,325,157","1,742,415","1,927,623","2,864,510","1,836,334","1,974,693","1,978,652","1,671,691","1,516,667","936,812"
First Unit of Quantity,China,1996,clean yield kilograms,0,0,"8,283",0,"4,757",0,0,0,0,300,"25,175",0
First Unit of Quantity,China,1996,fiber meters,"363,080","1,382,400","515,518","1,409,188","699,295","19,783","694,050","691,395","12,000","1,721,606","684,650","2,394,700"
First Unit of Quantity,China,1996,cubic meters,"1,086","1,520",223,466,527,484,664,662,713,536,614,"1,241"
First Unit of Quantity,China,1996,pieces,"21,502,997","13,962,066","16,168,346","19,319,187","17,962,287","15,278,952","14,975,532","21,674,901","20,071,703","26,684,272","21,058,150","21,334,275"
First Unit of Quantity,China,1996,number,"906,752,535","787,960,853","759,729,322","818,710,270","1,069,522,073","1,018,191,482","1,132,669,811","1,228,120,643","1,303,233,555","1,301,125,855","1,110,022,639","1,098,868,583"
First Unit of Quantity,China,1996,carats,"11,279,898","1,038,876","1,373,673","2,760,719","4,628,856","4,590,370","6,946,729","7,211,374","2,343,892","6,727,996","2,813,162","14,486,558"
First Unit of Quantity,China,1996,grams,"34,880,317","39,839,922","44,782,947","9,941,676","5,964,537","12,371,657","94,628,682","6,825,069","42,094,112","39,012,894","29,362,806","36,111,280"
First Unit of Quantity,China,1996,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1996,dozen pairs,"15,201,272","17,141,465","11,082,103","12,180,020","15,297,194","20,590,770","17,944,816","17,918,182","16,714,894","22,376,531","15,107,818","21,740,407"
First Unit of Quantity,China,1996,Megabecquerels,0,0,0,0,500,500,0,0,"1,000",0,0,0
First Unit of Quantity,China,1996,square centimeters,"2,581,557","2,056,720","1,748,570","2,667,040","3,099,021","2,780,508","3,137,115","3,860,098","3,895,389","3,738,043","3,045,031","2,316,986"
First Unit of Quantity,China,1996,component grams,"79,975","81,718","116,967","132,179","109,955","211,347","180,539","85,967","20,000","104,248","89,955","86,657"
First Unit of Quantity,China,1996,meters,"4,200,580","3,700,061","6,657,310","19,447,807","6,179,488","1,782,787","7,993,504","5,604,399","8,997,944","9,575,722","7,908,805","6,458,564"
First Unit of Quantity,China,1996,hundred units,"23,355","16,699","16,390","23,586","6,333","13,339","11,333","95,795","27,709","21,247","9,389","9,039"
First Unit of Quantity,China,1996,gross containers,"13,338",268,0,"2,756",539,623,"50,520","1,771","9,709","1,592",785,"90,172"
First Unit of Quantity,China,1997,barrels,"1,295,410","2,009,991","1,017,274","896,824","1,151,764","35,761","49,696","1,307,853","580,178","406,608","362,004","66,799"
First Unit of Quantity,China,1997,grams,"58,625,047","25,395,582","92,309,330","527,995,862","132,943,607","261,050,208","151,616,868","237,887,503","218,444,036","126,383,033","205,471,877","241,189,185"
First Unit of Quantity,China,1997,thousand meters,0,0,20,0,13,0,0,1,0,0,0,0
First Unit of Quantity,China,1997,thousands of cubic meters,0,0,0,27,8,0,0,0,0,54,0,0
First Unit of Quantity,China,1997,pack,"1,787,462","1,016,546","865,954","1,027,622","3,010,595","1,140,663","1,454,970","2,897,198","1,038,777","1,912,184","965,136","1,599,057"
First Unit of Quantity,China,1997,component grams,"122,825","82,959","478,846","365,185","208,898","404,644","174,155","185,679","38,913","305,932","339,513","408,848"
First Unit of Quantity,China,1997,dozens,"17,808,557","15,758,853","10,986,152","14,042,516","14,849,201","15,943,087","16,723,210","15,567,565","14,005,765","14,283,035","11,594,846","14,589,875"
First Unit of Quantity,China,1997,clean yield kilograms,0,"18,269",0,"16,567",0,"1,882","8,586","25,655",70,"4,712",0,70
First Unit of Quantity,China,1997,cubic meters,810,"1,366","1,120","1,537","2,074","1,368","1,911","3,004","1,889","2,259","3,352","2,060"
First Unit of Quantity,China,1997,metric tons,"361,543","251,049","491,709","331,161","379,501","322,772","282,875","573,788","473,481","543,667","625,107","368,897"
First Unit of Quantity,China,1997,meters,"4,462,051","5,397,471","9,307,218","9,679,487","19,342,562","7,679,665","8,398,646","10,608,071","10,886,774","7,033,176","3,430,294","4,786,086"
First Unit of Quantity,China,1997,proof liters,"69,736","56,167","51,971","72,746","36,905","27,530","39,556","59,014","83,882","92,372","117,179","79,359"
First Unit of Quantity,China,1997,thousand units,"1,096,289","977,389","1,616,710","1,059,172","1,785,315","2,130,426","1,434,791","1,442,434","1,772,923","1,713,543","1,402,707","1,741,800"
First Unit of Quantity,China,1997,carats,"15,286,699","31,859,278","4,539,209","4,491,813","3,530,241","3,582,496","3,909,113","4,580,792","6,907,390","5,700,687","6,121,372","5,426,155"
First Unit of Quantity,China,1997,linear meters,"153,288","1,292,406","308,250","3,202,313","4,964,149","2,323,561","3,507,475","4,195,556","1,615,253","4,815,159","2,320,051","1,774,574"
First Unit of Quantity,China,1997,kilograms,"271,983,915","292,958,682","155,663,258","186,030,010","251,036,185","197,916,849","256,719,008","235,701,252","222,804,980","208,358,612","232,921,330","240,361,638"
First Unit of Quantity,China,1997,pieces,"26,071,758","27,519,109","12,257,517","24,364,819","33,381,523","29,409,858","28,619,165","40,088,464","33,976,250","37,859,296","33,001,544","31,245,970"
First Unit of Quantity,China,1997,gross,"1,597,247","1,819,364","1,475,292","1,839,936","2,666,171","2,397,456","2,825,081","1,937,029","1,860,834","2,151,215","1,263,178","1,622,137"
First Unit of Quantity,China,1997,pairs,"104,397,994","104,057,910","80,139,542","93,457,569","97,258,617","92,709,677","99,552,969","89,524,740","81,462,790","85,188,782","72,307,887","72,808,252"
First Unit of Quantity,China,1997,number,"1,201,599,669","1,079,552,803","865,848,314","1,318,750,163","1,447,013,811","1,330,088,309","1,485,731,832","1,386,281,785","1,437,002,789","1,573,712,405","1,288,127,452","1,309,136,435"
First Unit of Quantity,China,1997,gross containers,"49,055","21,793",840,154,"73,750","1,129","1,971","1,981","300,920","1,966","24,641","26,909"
First Unit of Quantity,China,1997,component tons,0,60,0,0,0,0,0,0,264,62,0,0
First Unit of Quantity,China,1997,hundred units,"37,156","20,954","38,661","45,834","22,972","24,767","32,191","272,226","24,587","34,887","18,923","26,090"
First Unit of Quantity,China,1997,square centimeters,"212,261,046","296,175,582","84,786,006","666,713,470","483,322,947","326,044,122","420,847,880","330,842,449","634,534,146","459,186,523","451,175,545","256,168,162"
First Unit of Quantity,China,1997,liters,"7,570,388","28,544,886","9,355,890","21,165,996","24,560,230","10,488,230","31,070,645","13,893,463","18,314,255","33,361,532","29,289,994","28,734,074"
First Unit of Quantity,China,1997,square meters,"63,909,535","33,086,353","35,988,569","41,828,655","49,392,015","38,414,118","41,276,284","27,266,300","34,376,962","39,552,332","32,472,882","33,735,843"
First Unit of Quantity,China,1997,dozen pairs,"18,673,996","20,224,698","17,266,596","19,927,790","20,926,173","23,240,496","26,921,841","21,513,519","18,651,446","26,561,786","26,022,908","33,128,283"
First Unit of Quantity,China,1997,Megabecquerels,0,"18,500",0,"18,500","18,500",0,"20,165","18,500","26,455","18,500","18,500",0
First Unit of Quantity,China,1997,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1997,fiber meters,"1,232",160,"1,352,831","488,260","513,714","517,000","9,050,667","962,038","925,325","9,067,530","24,431","499,785"
First Unit of Quantity,China,1997,dozen pieces,"4,892,991","5,557,674","4,249,042","5,027,950","5,124,592","5,601,602","7,456,912","7,842,649","9,249,410","9,186,372","6,673,352","5,443,995"
First Unit of Quantity,China,1998,carats,"10,085,112","6,253,716","4,125,783","4,668,107","6,519,235","8,527,955","1,911,829","15,364,138","2,659,420","442,287","4,837,795","1,150,368"
First Unit of Quantity,China,1998,square meters,"30,107,921","31,454,473","33,873,307","41,701,984","31,414,837","30,292,158","34,782,530","31,168,390","32,424,494","34,434,512","32,456,554","34,615,631"
First Unit of Quantity,China,1998,number,"1,665,526,136","1,304,543,199","1,594,857,210","1,740,604,374","1,788,012,681","1,847,092,526","1,843,226,846","1,745,660,587","1,822,237,752","1,907,859,086","1,816,677,102","1,653,002,882"
First Unit of Quantity,China,1998,meters,"3,017,181","648,498","4,966,135","3,706,585","4,403,522","5,021,322","4,849,727","4,363,152","414,442","855,467","1,057,592","1,539,510"
First Unit of Quantity,China,1998,square centimeters,"508,226,650","512,549,920","428,013,063","371,026,290","509,323,991","663,617,726","542,014,848","745,615,598","1,109,948,203","668,299,529","1,197,753,821","490,044,169"
First Unit of Quantity,China,1998,dozens,"16,651,983","14,926,233","11,769,001","16,974,316","16,879,484","18,468,536","16,488,156","16,420,477","15,762,192","16,696,644","15,328,423","16,381,211"
First Unit of Quantity,China,1998,cubic meters,"2,326","2,002","2,369","4,548","3,457","4,517","5,910","8,817","5,685","9,534","4,255","8,728"
First Unit of Quantity,China,1998,kilograms,"245,949,250","241,400,988","323,254,663","240,630,021","338,051,228","267,725,306","304,919,186","287,168,743","342,739,975","335,777,606","341,674,353","327,420,799"
First Unit of Quantity,China,1998,proof liters,"183,480","64,519","94,385","77,155","94,041","376,146","81,637","98,092","97,131","65,305","90,098","61,266"
First Unit of Quantity,China,1998,Megabecquerels,"66,600",0,"56,018","37,000","229,208","38,480","37,000",55,"46,250","92,500","46,033","58,192"
First Unit of Quantity,China,1998,gross,"2,118,213","1,748,622","1,921,999","3,178,590","3,247,961","3,924,434","3,268,789","2,670,364","2,554,637","2,019,278","2,351,378","2,034,065"
First Unit of Quantity,China,1998,hundred units,"32,057","33,293","132,480","56,640","30,547","45,695","17,284","668,219","32,158","91,479","12,810","37,500"
First Unit of Quantity,China,1998,component grams,"314,382","236,490","440,237","223,481","210,085","89,273","126,944","21,990","25,340",0,0,"45,477"
First Unit of Quantity,China,1998,linear meters,"276,192","1,113,625","2,078,509","1,988,238","106,687","1,543,313","3,797,190","2,543,078","2,588,100","2,935,807","2,471,312","1,150,530"
First Unit of Quantity,China,1998,thousands of cubic meters,110,0,61,6,36,105,5,5,23,69,673,5
First Unit of Quantity,China,1998,pack,"1,738,489","1,310,258","1,128,633","2,182,704","3,024,055","1,910,218","1,868,683","1,614,824","1,429,832","1,147,481","1,415,012","1,047,466"
First Unit of Quantity,China,1998,dozen pairs,"27,656,859","23,294,003","18,378,773","32,905,251","28,836,784","31,928,444","31,310,921","30,811,909","30,503,115","27,506,520","32,388,859","39,010,986"
First Unit of Quantity,China,1998,barrels,"229,444","108,210","857,113","620,284","1,180,730","1,223,017","1,490,150","728,788","752,425","1,457,735","669,415","661,782"
First Unit of Quantity,China,1998,grams,"171,404,303","189,022,870","445,048,980","625,554,233","274,266,018","181,683,862","269,895,806","185,124,427","230,963,052","265,119,366","217,214,472","238,546,261"
First Unit of Quantity,China,1998,gross containers,"40,848",0,"5,652","23,777","90,833","33,610","27,341",946,"1,903","76,557",848,"15,103"
First Unit of Quantity,China,1998,component tons,468,0,0,0,145,124,435,290,0,0,145,0
First Unit of Quantity,China,1998,dozen pieces,"5,333,609","4,890,828","5,345,100","5,843,674","5,536,760","6,078,265","7,365,050","7,883,052","8,145,481","8,745,835","6,543,495","4,700,176"
First Unit of Quantity,China,1998,liters,"7,896,308","25,537,414","23,984,245","20,130,034","14,396,511","26,727,899","17,612,873","4,367,806","9,337,800","14,406,586","24,273,535","40,329,263"
First Unit of Quantity,China,1998,metric tons,"832,115","338,174","631,842","544,834","800,666","863,683","877,773","742,946","800,084","877,969","418,056","288,525"
First Unit of Quantity,China,1998,thousand units,"1,686,275","1,133,649","1,188,574","1,990,116","1,567,577","1,497,648","1,796,908","1,493,623","1,511,157","1,849,143","4,527,991","5,211,849"
First Unit of Quantity,China,1998,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1998,pairs,"114,187,538","106,356,216","93,677,970","96,801,931","95,334,290","101,459,766","107,411,060","96,328,828","85,675,566","89,832,776","78,832,350","81,388,575"
First Unit of Quantity,China,1998,fiber meters,"1,505,628","1,516,750","174,695","3,036,072","1,763,793","35,392","66,887","2,103,485","137,324","103,217","37,953","1,633,053"
First Unit of Quantity,China,1998,pieces,"29,718,746","21,636,968","27,257,803","32,980,998","28,806,967","30,762,273","27,709,977","37,910,808","56,748,292","50,240,826","31,124,025","32,028,766"
First Unit of Quantity,China,1998,thousand meters,10,0,3,0,0,25,0,0,0,0,0,0
First Unit of Quantity,China,1998,clean yield kilograms,67,979,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1999,pieces,"28,874,377","34,708,215","51,129,244","69,554,753","49,464,425","60,055,144","56,707,085","76,773,355","135,306,498","91,487,441","65,879,921","59,319,698"
First Unit of Quantity,China,1999,gross containers,"9,933","24,216","60,997","55,615",733,"59,552","5,830","46,444","101,386","107,749","47,439","69,501"
First Unit of Quantity,China,1999,hundred units,"35,022","149,235","21,034","67,914","19,950","28,873","256,959","38,020","13,649","19,163","19,422","15,175"
First Unit of Quantity,China,1999,cubic meters,"5,392","7,061","10,575","4,943","10,659","5,557","10,328","31,888","7,165","5,281","5,978","5,901"
First Unit of Quantity,China,1999,thousand units,"1,937,263","1,566,931","1,582,645","3,659,386","2,209,123","1,928,205","8,719,129","2,017,600","2,652,456","2,087,395","2,190,027","2,164,794"
First Unit of Quantity,China,1999,linear meters,"792,609","14,284,805","613,577","3,617,431","3,753,473","11,629,048","3,581,881","3,504,461","4,978,312","6,333,778","5,214,439","2,130,381"
First Unit of Quantity,China,1999,thousands of cubic meters,0,16,0,0,101,109,0,91,0,59,0,0
First Unit of Quantity,China,1999,component tons,0,98,287,92,128,0,0,0,0,0,0,0
First Unit of Quantity,China,1999,fiber meters,"102,971","33,343","32,761","61,216","138,386","81,800","325,900","71,265","140,894","98,975","86,410","121,784"
First Unit of Quantity,China,1999,Megabecquerels,"222,148","4,806","37,000","5,254","37,000","38,951",888,888,"76,811","43,423","37,851","37,407"
First Unit of Quantity,China,1999,pairs,"117,490,621","122,319,235","102,300,784","105,855,387","110,297,540","114,079,268","114,484,790","107,439,111","94,289,053","98,483,620","89,435,554","102,771,208"
First Unit of Quantity,China,1999,component grams,"10,945","164,536","40,480","34,180",0,"24,988","50,262","141,931","154,405","179,030","119,944","49,975"
First Unit of Quantity,China,1999,dozen pairs,"41,610,671","41,191,806","37,324,209","34,802,450","38,333,217","38,970,751","43,148,441","44,897,067","38,463,214","37,827,510","34,901,008","35,128,244"
First Unit of Quantity,China,1999,number,"1,715,751,653","1,645,896,133","1,652,662,109","2,044,218,730","1,933,083,079","2,030,828,233","2,075,280,143","2,249,627,449","2,031,318,645","2,161,710,049","2,160,122,232","2,016,248,426"
First Unit of Quantity,China,1999,dozens,"18,295,284","18,131,747","16,304,644","16,932,789","18,508,973","22,206,416","18,590,005","18,372,412","19,415,065","17,866,482","17,632,271","18,692,189"
First Unit of Quantity,China,1999,liters,"34,475,311","27,968,852","25,300,841","11,728,753","19,024,740","7,838,550","3,662,866","1,071,717","2,845,604","7,028,723","9,762,765","7,960,217"
First Unit of Quantity,China,1999,kilograms,"387,456,865","246,213,436","284,160,903","289,075,239","339,800,928","368,747,751","294,055,432","354,312,901","334,675,686","378,218,195","437,643,627","411,136,827"
First Unit of Quantity,China,1999,pack,"1,354,788","2,275,903","811,355","1,431,508","1,587,220","2,948,668","2,272,936","1,950,197","2,161,223","1,614,263","7,193,769","3,329,881"
First Unit of Quantity,China,1999,gross,"2,421,966","2,063,363","2,533,470","2,886,365","3,466,375","4,039,796","2,941,805","3,291,065","2,701,088","2,706,200","2,621,440","2,903,882"
First Unit of Quantity,China,1999,meters,"1,099,027","2,205,997","3,128,424","7,805,420","3,194,669","4,114,237","1,023,564","5,765,658","5,101,081","3,105,013","3,070,232","7,802,406"
First Unit of Quantity,China,1999,clean yield kilograms,0,"1,448",0,360,"1,020",284,143,"5,971",0,0,56,50
First Unit of Quantity,China,1999,metric tons,"362,916","377,214","773,455","497,274","449,477","625,094","555,352","717,789","532,482","511,947","559,925","468,942"
First Unit of Quantity,China,1999,square centimeters,"979,568,148","712,934,055","782,102,865","819,541,838","1,261,117,680","1,151,278,767","1,428,819,431","1,611,596,160","1,633,157,937","1,194,830,513","1,263,712,915","1,246,682,444"
First Unit of Quantity,China,1999,no units collected,0,0,0,0,0,0,0,0,0,0,0,0
First Unit of Quantity,China,1999,dozen pieces,"5,102,235","4,839,253","4,701,553","5,198,390","6,039,452","7,823,433","8,142,251","8,512,424","8,641,838","8,159,832","5,701,860","5,225,981"
First Unit of Quantity,China,1999,carats,"16,851,436","4,838,348","9,655,606","4,196,326","1,516,128","2,283,346","2,279,542","942,238","3,998,281","3,574,763","3,118,244","95,755,815"
First Unit of Quantity,China,1999,proof liters,"137,478","72,737","70,441","61,324","171,421","49,206","79,160","122,781","239,115","256,407","315,938","106,756"
First Unit of Quantity,China,1999,barrels,15,"516,792","54,965","449,049","507,305","1,323,102","454,762","1,094,407","690,960","198,146","220,795",1
First Unit of Quantity,China,1999,grams,"340,887,149","268,529,030","195,952,117","182,393,849","272,554,079","251,018,943","187,091,574","215,622,949","61,382,137","50,556,223","29,056,480","84,590,884"
First Unit of Quantity,China,1999,square meters,"33,665,712","26,052,889","36,139,682","37,196,214","32,291,651","40,425,557","44,418,183","42,856,774","43,898,837","51,748,019","39,416,520","37,623,278"
First Unit of Quantity,China,2000,gross,"2,379,092","2,985,533","2,545,628","3,605,161","4,479,967","4,302,257","3,752,050","3,599,597","2,605,097","2,603,266","2,434,391","2,071,255"
First Unit of Quantity,China,2000,gross containers,"68,030","55,082","7,946","37,692","1,834","76,122","17,972","73,379","51,395","97,646","17,006","2,323"
First Unit of Quantity,China,2000,thousand units,"2,846,058","1,671,197","2,026,744","2,325,107","5,277,653","2,553,871","3,181,780","5,450,078","2,721,784","3,611,962","3,402,057","3,843,224"
First Unit of Quantity,China,2000,dozen pieces,"4,811,433","5,848,357","5,076,841","6,264,350","7,348,451","6,515,738","8,146,999","11,915,946","9,496,453","9,095,390","6,020,181","5,021,705"
First Unit of Quantity,China,2000,carats,"4,143,425","1,609,932","3,653,869","5,035,564","13,757,180","1,370,117","971,225","3,311,478","13,724,709","4,299,708","6,756,843","13,353,351"
First Unit of Quantity,China,2000,proof liters,"203,419","164,271","49,851","55,534","194,872","48,822","290,133","321,446","324,030","2,502,504","240,514","214,590"
First Unit of Quantity,China,2000,pieces,"51,863,335","76,073,017","52,532,697","86,007,494","81,728,812","80,499,074","85,483,219","98,796,001","122,502,681","123,718,662","93,840,059","59,713,294"
First Unit of Quantity,China,2000,cubic meters,"6,560","8,734","16,099","5,378","11,193","7,933","9,875","8,723","22,320","9,105","11,075","11,765"
First Unit of Quantity,China,2000,number,"2,098,549,081","2,038,960,581","1,890,747,729","2,116,432,083","2,534,558,771","2,571,792,575","2,590,196,161","2,673,105,951","2,675,728,690","2,728,711,192","2,882,989,371","2,849,445,587"
First Unit of Quantity,China,2000,metric tons,"592,645","559,904","573,288","649,255","698,353","857,068","879,498","834,012","700,822","586,463","809,005","683,760"
First Unit of Quantity,China,2000,component grams,"123,192","79,440","156,944",0,"93,123","136,610","848,132","188,620",0,120,"588,690","235,842"
